Year,Season,City,Sport,Event,Athlete,Gender,Country,Medal,Age
2016,Summer,Beijing,Swimming,Event_14,Mary Kom,Male,China,Gold,18
2012,Summer,Beijing,Swimming,Event_16,Mirabai Chanu,Male,Japan,Silver,25
2020,Summer,London,Badminton,Event_15,Neeraj Chopra,Female,UK,Gold,27
2008,Summer,Beijing,Athletics,Event_4,P V Sindhu,Female,Japan,Silver,32
2012,Summer,Beijing,Wrestling,Event_11,P V Sindhu,Female,Jamaica,Gold,28
2020,Summer,Tokyo,Swimming,Event_7,Neeraj Chopra,Male,Jamaica,Bronze,25
2012,Summer,London,Badminton,Event_13,Usain Bolt,Female,Japan,Bronze,21
2008,Summer,London,Badminton,Event_16,Neeraj Chopra,Male,UK,Bronze,21
2016,Summer,London,Gymnastics,Event_4,Usain Bolt,Female,UK,Gold,24
2012,Summer,London,Boxing,Event_3,P V Sindhu,Female,Japan,Silver,19
2012,Summer,Rio,Swimming,Event_14,Yuzuru Hanyu,Female,China,Bronze,32
2012,Summer,Beijing,Badminton,Event_19,Usain Bolt,Male,UK,Gold,35
2020,Summer,Beijing,Badminton,Event_6,P V Sindhu,Female,Jamaica,Bronze,22
2008,Summer,London,Athletics,Event_9,Sushil Kumar,Male,USA,Gold,28
2020,Summer,Rio,Gymnastics,Event_7,Wayde van Niekerk,Female,UK,Silver,30
2016,Summer,Rio,Athletics,Event_19,Wayde van Niekerk,Female,Japan,Silver,27
2016,Summer,Rio,Athletics,Event_5,Simone Biles,Male,China,Gold,23
2008,Summer,Rio,Wrestling,Event_17,Neeraj Chopra,Male,China,Gold,26
2016,Summer,London,Badminton,Event_16,Simone Biles,Male,Japan,Silver,33
2008,Summer,Beijing,Athletics,Event_14,Caeleb Dressel,Male,USA,Bronze,32
2008,Summer,London,Swimming,Event_13,Caeleb Dressel,Male,China,Silver,22
2020,Summer,Tokyo,Swimming,Event_19,P V Sindhu,Male,China,Bronze,23
2020,Summer,Beijing,Athletics,Event_7,P V Sindhu,Female,Jamaica,Silver,29
2012,Summer,London,Athletics,Event_10,Serena Williams,Male,UK,Gold,23
2016,Summer,Tokyo,Wrestling,Event_6,Serena Williams,Female,Australia,Silver,22
2020,Summer,Beijing,Wrestling,Event_14,Usain Bolt,Male,Australia,Silver,32
2008,Summer,Rio,Boxing,Event_5,Simone Biles,Male,China,Silver,31
2008,Summer,Rio,Athletics,Event_1,Caeleb Dressel,Female,Japan,Silver,19
2020,Summer,Rio,Badminton,Event_1,Sushil Kumar,Male,USA,Gold,29
2008,Summer,Beijing,Badminton,Event_8,Wayde van Niekerk,Male,UK,Silver,25
2008,Summer,Rio,Gymnastics,Event_17,Yuzuru Hanyu,Male,USA,Silver,32
2008,Summer,Tokyo,Boxing,Event_20,Caeleb Dressel,Female,Australia,Bronze,31
2008,Summer,Beijing,Swimming,Event_7,Usain Bolt,Female,Australia,Silver,30
2008,Summer,London,Boxing,Event_4,P V Sindhu,Female,Japan,Gold,32
2020,Summer,Beijing,Athletics,Event_1,Michael Phelps,Male,USA,Silver,28
2008,Summer,Tokyo,Gymnastics,Event_18,P V Sindhu,Female,Australia,Gold,22
2016,Summer,Beijing,Wrestling,Event_9,Mirabai Chanu,Female,India,Gold,21
2008,Summer,Rio,Wrestling,Event_17,Yuzuru Hanyu,Male,USA,Bronze,32
2020,Summer,Tokyo,Wrestling,Event_17,Michael Phelps,Male,China,Gold,18
2008,Summer,London,Boxing,Event_3,Neeraj Chopra,Female,USA,Silver,21
2012,Summer,London,Athletics,Event_12,Usain Bolt,Female,USA,Silver,24
2012,Summer,Tokyo,Boxing,Event_16,Usain Bolt,Female,Australia,Gold,20
2016,Summer,London,Athletics,Event_4,P V Sindhu,Female,Jamaica,Silver,21
2008,Summer,Beijing,Wrestling,Event_12,Caeleb Dressel,Male,India,Gold,26
2008,Summer,London,Badminton,Event_4,Mirabai Chanu,Female,Japan,Gold,31
2020,Summer,Tokyo,Wrestling,Event_4,P V Sindhu,Female,Jamaica,Silver,34
2020,Summer,Tokyo,Gymnastics,Event_18,Mirabai Chanu,Female,UK,Bronze,23
2016,Summer,Tokyo,Badminton,Event_4,Usain Bolt,Male,USA,Silver,33
2012,Summer,Rio,Gymnastics,Event_10,Sushil Kumar,Male,USA,Bronze,32
2012,Summer,Tokyo,Athletics,Event_13,Neeraj Chopra,Male,China,Gold,29
2020,Summer,Rio,Wrestling,Event_5,Michael Phelps,Male,India,Silver,21
2008,Summer,London,Boxing,Event_19,P V Sindhu,Female,Australia,Gold,25
2016,Summer,Rio,Swimming,Event_14,Neeraj Chopra,Male,Jamaica,Gold,26
2012,Summer,Beijing,Gymnastics,Event_12,Neeraj Chopra,Female,Jamaica,Bronze,19
2016,Summer,Tokyo,Boxing,Event_7,Caeleb Dressel,Male,UK,Bronze,29
2008,Summer,Beijing,Gymnastics,Event_5,Mary Kom,Female,Jamaica,Gold,25
2020,Summer,Rio,Wrestling,Event_8,Michael Phelps,Male,USA,Gold,30
2012,Summer,Tokyo,Gymnastics,Event_3,Michael Phelps,Female,USA,Silver,30
2020,Summer,Rio,Wrestling,Event_12,Sushil Kumar,Female,Australia,Silver,23
2020,Summer,Rio,Gymnastics,Event_5,Wayde van Niekerk,Female,Japan,Silver,29
2012,Summer,Rio,Boxing,Event_12,Simone Biles,Male,Australia,Bronze,19
2016,Summer,Rio,Gymnastics,Event_4,Wayde van Niekerk,Female,Australia,Bronze,19
2020,Summer,Rio,Wrestling,Event_9,Caeleb Dressel,Female,Japan,Bronze,21
2020,Summer,Tokyo,Badminton,Event_2,Neeraj Chopra,Female,Jamaica,Gold,31
2008,Summer,London,Badminton,Event_13,Caeleb Dressel,Male,USA,Gold,22
2012,Summer,Rio,Gymnastics,Event_20,Serena Williams,Male,India,Gold,32
2012,Summer,Rio,Gymnastics,Event_1,Michael Phelps,Female,India,Gold,35
2020,Summer,Beijing,Wrestling,Event_20,Mirabai Chanu,Male,USA,Silver,24
2012,Summer,Beijing,Athletics,Event_2,Serena Williams,Male,Japan,Silver,29
2016,Summer,Rio,Gymnastics,Event_14,Wayde van Niekerk,Female,Japan,Silver,26
2012,Summer,Rio,Wrestling,Event_3,Caeleb Dressel,Male,Jamaica,Bronze,20
2008,Summer,Tokyo,Athletics,Event_10,Yuzuru Hanyu,Female,Japan,Bronze,25
2012,Summer,Rio,Swimming,Event_10,Michael Phelps,Male,Japan,Silver,24
2008,Summer,Beijing,Gymnastics,Event_13,Neeraj Chopra,Male,China,Gold,30
2008,Summer,Rio,Boxing,Event_12,Yuzuru Hanyu,Female,UK,Gold,33
2020,Summer,Tokyo,Badminton,Event_9,Mary Kom,Female,China,Gold,31
2008,Summer,Tokyo,Boxing,Event_12,Yuzuru Hanyu,Male,China,Gold,19
2012,Summer,Rio,Gymnastics,Event_20,Simone Biles,Female,Australia,Gold,31
2012,Summer,Rio,Gymnastics,Event_20,P V Sindhu,Male,UK,Gold,22
2012,Summer,Rio,Wrestling,Event_6,Wayde van Niekerk,Male,UK,Bronze,22
2016,Summer,Tokyo,Gymnastics,Event_3,Mary Kom,Male,Jamaica,Gold,26
2016,Summer,Rio,Gymnastics,Event_5,Sushil Kumar,Female,Jamaica,Bronze,31
2016,Summer,Rio,Athletics,Event_17,Michael Phelps,Female,Australia,Gold,33
2012,Summer,Rio,Gymnastics,Event_8,Usain Bolt,Male,UK,Bronze,33
2016,Summer,Tokyo,Badminton,Event_18,Neeraj Chopra,Female,India,Silver,26
2012,Summer,Beijing,Athletics,Event_19,Serena Williams,Female,Australia,Gold,19
2008,Summer,London,Gymnastics,Event_12,Yuzuru Hanyu,Male,USA,Silver,22
2012,Summer,Rio,Swimming,Event_12,Mary Kom,Female,India,Gold,20
2020,Summer,London,Athletics,Event_11,Mirabai Chanu,Female,Australia,Silver,35
2008,Summer,Rio,Boxing,Event_16,Yuzuru Hanyu,Female,China,Silver,22
2008,Summer,London,Badminton,Event_3,Michael Phelps,Male,India,Silver,32
2016,Summer,Rio,Wrestling,Event_20,Sushil Kumar,Female,India,Gold,30
2008,Summer,London,Gymnastics,Event_10,Yuzuru Hanyu,Male,USA,Gold,29
2012,Summer,Tokyo,Swimming,Event_18,Wayde van Niekerk,Female,China,Gold,20
2020,Summer,Beijing,Gymnastics,Event_11,Michael Phelps,Male,Jamaica,Silver,33
2012,Summer,London,Athletics,Event_4,Simone Biles,Female,Japan,Bronze,21
2012,Summer,Rio,Athletics,Event_12,Mirabai Chanu,Female,UK,Silver,24
2008,Summer,Tokyo,Athletics,Event_5,Mirabai Chanu,Female,USA,Bronze,23
2020,Summer,Tokyo,Swimming,Event_3,Neeraj Chopra,Male,USA,Bronze,32
2008,Summer,Beijing,Badminton,Event_10,Wayde van Niekerk,Female,USA,Gold,33
2008,Summer,Rio,Swimming,Event_20,Wayde van Niekerk,Female,Japan,Bronze,24
2008,Summer,London,Badminton,Event_4,Sushil Kumar,Female,USA,Silver,32
2016,Summer,London,Wrestling,Event_6,Neeraj Chopra,Female,Jamaica,Bronze,26
2008,Summer,Rio,Swimming,Event_14,Michael Phelps,Female,USA,Bronze,35
2020,Summer,London,Wrestling,Event_3,P V Sindhu,Female,UK,Gold,25
2008,Summer,London,Athletics,Event_11,Neeraj Chopra,Female,Japan,Gold,35
2008,Summer,Rio,Athletics,Event_8,P V Sindhu,Male,UK,Gold,18
2012,Summer,London,Badminton,Event_6,Neeraj Chopra,Female,Japan,Silver,23
2008,Summer,Tokyo,Boxing,Event_9,Simone Biles,Female,India,Bronze,23
2016,Summer,Rio,Boxing,Event_9,Michael Phelps,Female,USA,Gold,28
2008,Summer,London,Wrestling,Event_14,Yuzuru Hanyu,Female,India,Bronze,19
2016,Summer,Tokyo,Swimming,Event_20,Wayde van Niekerk,Male,USA,Gold,24
2008,Summer,Tokyo,Athletics,Event_15,Serena Williams,Female,UK,Gold,33
2012,Summer,Rio,Wrestling,Event_9,Mirabai Chanu,Female,Japan,Bronze,30
2008,Summer,Rio,Wrestling,Event_4,Caeleb Dressel,Male,USA,Silver,21
2020,Summer,Rio,Gymnastics,Event_13,Wayde van Niekerk,Male,China,Bronze,24
2012,Summer,Rio,Badminton,Event_2,Wayde van Niekerk,Female,China,Bronze,20
2012,Summer,London,Swimming,Event_1,Usain Bolt,Male,Japan,Bronze,33
2008,Summer,Tokyo,Gymnastics,Event_11,Usain Bolt,Male,Jamaica,Silver,34
2012,Summer,London,Gymnastics,Event_2,Neeraj Chopra,Male,Japan,Bronze,21
2008,Summer,Beijing,Athletics,Event_1,Michael Phelps,Female,Australia,Gold,23
2016,Summer,Beijing,Boxing,Event_10,Wayde van Niekerk,Male,China,Bronze,18
2012,Summer,London,Badminton,Event_9,Yuzuru Hanyu,Female,India,Bronze,28
2008,Summer,London,Wrestling,Event_16,Michael Phelps,Female,China,Silver,34
2016,Summer,Tokyo,Wrestling,Event_16,Mirabai Chanu,Male,Australia,Gold,20
2020,Summer,London,Gymnastics,Event_2,Mary Kom,Female,Jamaica,Bronze,31
2012,Summer,Rio,Athletics,Event_13,Mary Kom,Male,Australia,Gold,31
2008,Summer,Rio,Gymnastics,Event_19,Caeleb Dressel,Female,UK,Gold,31
2016,Summer,Rio,Gymnastics,Event_6,Caeleb Dressel,Male,India,Bronze,27
2016,Summer,Tokyo,Swimming,Event_3,Caeleb Dressel,Male,China,Bronze,18
2008,Summer,Rio,Swimming,Event_15,Sushil Kumar,Female,China,Gold,35
2016,Summer,Beijing,Wrestling,Event_9,Neeraj Chopra,Female,India,Gold,29
2012,Summer,Tokyo,Gymnastics,Event_15,Mary Kom,Female,USA,Gold,33
2008,Summer,London,Boxing,Event_3,Neeraj Chopra,Female,China,Gold,31
2020,Summer,London,Gymnastics,Event_13,Caeleb Dressel,Female,UK,Gold,21
2020,Summer,Beijing,Boxing,Event_8,Sushil Kumar,Female,Japan,Gold,34
2016,Summer,London,Gymnastics,Event_6,Sushil Kumar,Female,China,Bronze,27
2016,Summer,London,Swimming,Event_9,Serena Williams,Female,Japan,Bronze,27
2020,Summer,Rio,Swimming,Event_15,Serena Williams,Female,USA,Bronze,35
2008,Summer,Beijing,Athletics,Event_2,Wayde van Niekerk,Male,Jamaica,Gold,28
2012,Summer,Rio,Swimming,Event_5,P V Sindhu,Female,China,Gold,22
2020,Summer,Tokyo,Athletics,Event_6,Neeraj Chopra,Female,China,Silver,20
2012,Summer,Beijing,Badminton,Event_1,Usain Bolt,Male,Jamaica,Silver,31
2012,Summer,London,Boxing,Event_11,P V Sindhu,Male,China,Gold,24
2012,Summer,Rio,Badminton,Event_16,Simone Biles,Male,USA,Silver,31
2008,Summer,Beijing,Wrestling,Event_9,Michael Phelps,Male,India,Bronze,33
2012,Summer,London,Swimming,Event_19,Neeraj Chopra,Male,Australia,Gold,22
2016,Summer,London,Wrestling,Event_7,Mirabai Chanu,Male,USA,Silver,30
2008,Summer,Beijing,Gymnastics,Event_4,Serena Williams,Male,China,Gold,26
2016,Summer,London,Gymnastics,Event_15,Michael Phelps,Female,USA,Silver,18
2008,Summer,London,Athletics,Event_15,Caeleb Dressel,Female,India,Gold,25
2012,Summer,Rio,Athletics,Event_6,Neeraj Chopra,Female,Japan,Gold,19
2012,Summer,London,Boxing,Event_14,Caeleb Dressel,Male,China,Gold,33
2016,Summer,London,Badminton,Event_2,Wayde van Niekerk,Female,UK,Silver,26
2012,Summer,London,Swimming,Event_16,Mary Kom,Male,USA,Bronze,18
2008,Summer,Tokyo,Badminton,Event_11,Sushil Kumar,Male,USA,Gold,32
2008,Summer,Tokyo,Athletics,Event_11,P V Sindhu,Female,India,Silver,19
2008,Summer,London,Athletics,Event_5,Serena Williams,Female,China,Gold,30
2012,Summer,Tokyo,Athletics,Event_18,Sushil Kumar,Female,UK,Bronze,29
2020,Summer,London,Swimming,Event_7,Serena Williams,Male,UK,Bronze,29
2020,Summer,Beijing,Gymnastics,Event_20,Wayde van Niekerk,Female,Jamaica,Bronze,32
2008,Summer,Beijing,Athletics,Event_13,Neeraj Chopra,Female,China,Gold,31
2008,Summer,Tokyo,Wrestling,Event_3,Caeleb Dressel,Female,UK,Gold,26
2008,Summer,Tokyo,Wrestling,Event_12,Mirabai Chanu,Male,Australia,Bronze,25
2016,Summer,Rio,Gymnastics,Event_4,Yuzuru Hanyu,Male,India,Gold,24
2020,Summer,Rio,Wrestling,Event_4,Wayde van Niekerk,Female,China,Bronze,33
2008,Summer,Rio,Gymnastics,Event_9,Simone Biles,Female,UK,Silver,19
2008,Summer,Beijing,Wrestling,Event_13,Caeleb Dressel,Female,USA,Bronze,30
2016,Summer,Tokyo,Athletics,Event_8,P V Sindhu,Male,USA,Silver,27
2012,Summer,Tokyo,Athletics,Event_2,Caeleb Dressel,Male,Japan,Bronze,33
2016,Summer,Beijing,Boxing,Event_3,Michael Phelps,Male,China,Gold,34
2008,Summer,Beijing,Boxing,Event_2,Michael Phelps,Female,USA,Silver,28
2020,Summer,Beijing,Gymnastics,Event_5,Mary Kom,Female,China,Bronze,26
2020,Summer,Tokyo,Wrestling,Event_6,Simone Biles,Female,Jamaica,Bronze,19
2016,Summer,Tokyo,Athletics,Event_1,Wayde van Niekerk,Female,China,Silver,34
2012,Summer,Tokyo,Badminton,Event_1,P V Sindhu,Male,Australia,Bronze,31
2020,Summer,Beijing,Gymnastics,Event_5,Simone Biles,Male,Jamaica,Bronze,22
2008,Summer,Rio,Boxing,Event_20,Yuzuru Hanyu,Male,Jamaica,Silver,31
2020,Summer,Beijing,Athletics,Event_20,P V Sindhu,Male,USA,Bronze,27
2012,Summer,Rio,Athletics,Event_6,Mirabai Chanu,Female,USA,Gold,29
2016,Summer,Rio,Wrestling,Event_15,Neeraj Chopra,Male,USA,Silver,30
2020,Summer,Tokyo,Swimming,Event_16,Simone Biles,Male,Jamaica,Gold,23
2020,Summer,Beijing,Gymnastics,Event_17,Serena Williams,Female,China,Silver,31
2020,Summer,London,Badminton,Event_16,Neeraj Chopra,Female,Jamaica,Gold,25
2016,Summer,Rio,Boxing,Event_12,Usain Bolt,Male,Japan,Gold,31
2016,Summer,Beijing,Athletics,Event_20,P V Sindhu,Female,Australia,Bronze,31
2012,Summer,London,Swimming,Event_15,Serena Williams,Male,India,Silver,33
2020,Summer,Beijing,Boxing,Event_1,Caeleb Dressel,Male,Jamaica,Silver,21
2016,Summer,London,Swimming,Event_9,Caeleb Dressel,Male,USA,Silver,18
2020,Summer,Beijing,Badminton,Event_18,Caeleb Dressel,Female,USA,Gold,33
2020,Summer,Rio,Gymnastics,Event_17,Yuzuru Hanyu,Male,Australia,Silver,27
2020,Summer,Beijing,Badminton,Event_11,Wayde van Niekerk,Female,China,Gold,21
2012,Summer,London,Badminton,Event_11,Neeraj Chopra,Male,USA,Gold,28
2020,Summer,Rio,Boxing,Event_18,Neeraj Chopra,Female,Jamaica,Gold,33
2020,Summer,London,Swimming,Event_15,Michael Phelps,Female,USA,Bronze,21
2008,Summer,London,Swimming,Event_4,Sushil Kumar,Male,Japan,Bronze,26
2020,Summer,Tokyo,Swimming,Event_18,Mirabai Chanu,Female,Australia,Gold,20
2008,Summer,Beijing,Badminton,Event_16,Mary Kom,Male,India,Bronze,33
2016,Summer,Tokyo,Wrestling,Event_19,Mary Kom,Female,UK,Bronze,32
2016,Summer,Beijing,Gymnastics,Event_4,P V Sindhu,Female,Japan,Silver,33
2012,Summer,Tokyo,Swimming,Event_14,Serena Williams,Male,UK,Bronze,25
2012,Summer,Rio,Swimming,Event_17,Serena Williams,Male,China,Bronze,27
2016,Summer,Rio,Badminton,Event_9,P V Sindhu,Male,Australia,Gold,27
2008,Summer,Rio,Boxing,Event_18,Mary Kom,Male,Jamaica,Gold,35
2012,Summer,Beijing,Gymnastics,Event_16,Wayde van Niekerk,Female,China,Gold,33
2016,Summer,London,Boxing,Event_3,Mary Kom,Female,China,Silver,34
2020,Summer,Rio,Swimming,Event_9,Sushil Kumar,Male,Jamaica,Gold,32
2020,Summer,Rio,Badminton,Event_4,Mary Kom,Female,China,Gold,31
2012,Summer,Rio,Boxing,Event_3,Neeraj Chopra,Female,Japan,Gold,27
2008,Summer,London,Wrestling,Event_6,Michael Phelps,Male,China,Silver,18
2012,Summer,Beijing,Boxing,Event_7,Serena Williams,Female,China,Bronze,29
2008,Summer,Tokyo,Badminton,Event_20,P V Sindhu,Female,Jamaica,Bronze,19
2020,Summer,Beijing,Boxing,Event_11,P V Sindhu,Male,USA,Bronze,29
2020,Summer,Tokyo,Gymnastics,Event_15,Usain Bolt,Male,Australia,Bronze,24
2012,Summer,Beijing,Wrestling,Event_3,Wayde van Niekerk,Female,China,Bronze,27
2008,Summer,Rio,Gymnastics,Event_20,Mary Kom,Male,India,Silver,18
2016,Summer,Rio,Boxing,Event_16,Mirabai Chanu,Female,Japan,Bronze,34
2012,Summer,Beijing,Boxing,Event_5,P V Sindhu,Male,Australia,Bronze,35
2008,Summer,London,Swimming,Event_12,Simone Biles,Female,USA,Silver,35
2016,Summer,London,Gymnastics,Event_9,Mirabai Chanu,Male,Japan,Bronze,26
2012,Summer,Rio,Athletics,Event_14,Mary Kom,Female,Jamaica,Gold,30
2016,Summer,Tokyo,Wrestling,Event_13,P V Sindhu,Female,Japan,Gold,33
2020,Summer,London,Swimming,Event_15,Serena Williams,Female,Jamaica,Silver,34
2008,Summer,London,Wrestling,Event_8,Yuzuru Hanyu,Male,USA,Bronze,25
2012,Summer,Beijing,Wrestling,Event_15,Neeraj Chopra,Male,USA,Gold,29
2020,Summer,Rio,Wrestling,Event_10,Michael Phelps,Male,Jamaica,Gold,24
2012,Summer,Rio,Badminton,Event_13,Wayde van Niekerk,Male,USA,Gold,31
2020,Summer,London,Swimming,Event_8,Sushil Kumar,Male,China,Gold,34
2008,Summer,Rio,Wrestling,Event_19,Neeraj Chopra,Female,UK,Bronze,22
2008,Summer,London,Athletics,Event_4,Neeraj Chopra,Female,Jamaica,Silver,22
2020,Summer,Tokyo,Swimming,Event_18,Caeleb Dressel,Female,USA,Gold,29
2020,Summer,Tokyo,Badminton,Event_4,Mirabai Chanu,Female,UK,Gold,28
2008,Summer,London,Gymnastics,Event_20,Simone Biles,Female,India,Bronze,21
2008,Summer,Beijing,Wrestling,Event_12,Neeraj Chopra,Female,Jamaica,Gold,30
2016,Summer,Rio,Athletics,Event_16,Michael Phelps,Female,UK,Silver,20
2016,Summer,Beijing,Badminton,Event_10,Sushil Kumar,Male,Jamaica,Bronze,35
2008,Summer,Beijing,Badminton,Event_5,Michael Phelps,Female,UK,Silver,27
2008,Summer,Rio,Wrestling,Event_11,Sushil Kumar,Female,Japan,Gold,19
2012,Summer,Beijing,Boxing,Event_18,Caeleb Dressel,Male,China,Bronze,27
2008,Summer,Rio,Swimming,Event_20,Usain Bolt,Female,Australia,Silver,22
2020,Summer,Rio,Boxing,Event_14,Mirabai Chanu,Male,India,Bronze,33
2008,Summer,London,Gymnastics,Event_2,Wayde van Niekerk,Male,Jamaica,Silver,35
2012,Summer,Rio,Gymnastics,Event_19,Simone Biles,Female,USA,Silver,28
2020,Summer,Beijing,Gymnastics,Event_2,Sushil Kumar,Male,Australia,Bronze,18
2012,Summer,Rio,Athletics,Event_14,Serena Williams,Male,Japan,Gold,18
2020,Summer,Rio,Gymnastics,Event_2,Mary Kom,Female,Jamaica,Silver,34
2016,Summer,Beijing,Wrestling,Event_2,Yuzuru Hanyu,Male,Jamaica,Gold,24
2008,Summer,Rio,Badminton,Event_1,Michael Phelps,Female,USA,Gold,27
2012,Summer,Tokyo,Badminton,Event_20,Yuzuru Hanyu,Male,USA,Gold,23
2016,Summer,Tokyo,Badminton,Event_13,Sushil Kumar,Female,Japan,Silver,23
2016,Summer,Tokyo,Gymnastics,Event_3,Yuzuru Hanyu,Female,Japan,Silver,29
2020,Summer,Tokyo,Gymnastics,Event_5,Wayde van Niekerk,Male,China,Gold,22
2008,Summer,Rio,Gymnastics,Event_11,P V Sindhu,Male,Japan,Gold,21
2016,Summer,Beijing,Boxing,Event_3,Michael Phelps,Male,India,Bronze,29
2020,Summer,Tokyo,Athletics,Event_1,Michael Phelps,Female,Jamaica,Silver,33
2016,Summer,London,Boxing,Event_19,P V Sindhu,Male,Jamaica,Gold,20
2008,Summer,Beijing,Swimming,Event_20,Serena Williams,Female,UK,Gold,24
2020,Summer,Beijing,Swimming,Event_18,Sushil Kumar,Female,UK,Gold,35
2020,Summer,London,Athletics,Event_14,Sushil Kumar,Male,Australia,Bronze,31
2012,Summer,Tokyo,Badminton,Event_16,Wayde van Niekerk,Female,Australia,Bronze,21
2008,Summer,Rio,Boxing,Event_2,Sushil Kumar,Male,Australia,Bronze,24
2020,Summer,Tokyo,Gymnastics,Event_12,Wayde van Niekerk,Female,China,Bronze,19
2016,Summer,London,Swimming,Event_9,Mary Kom,Female,Jamaica,Gold,19
2016,Summer,Tokyo,Wrestling,Event_16,Sushil Kumar,Male,Jamaica,Gold,31
2016,Summer,Rio,Boxing,Event_1,Simone Biles,Male,UK,Silver,20
2008,Summer,Rio,Swimming,Event_5,Serena Williams,Female,India,Silver,18
2020,Summer,Beijing,Badminton,Event_1,Yuzuru Hanyu,Female,UK,Bronze,26
2012,Summer,Beijing,Athletics,Event_19,Simone Biles,Female,UK,Gold,28
2012,Summer,Tokyo,Athletics,Event_17,Mirabai Chanu,Female,Jamaica,Gold,20
2008,Summer,Tokyo,Athletics,Event_8,Yuzuru Hanyu,Male,Jamaica,Silver,18
2008,Summer,Tokyo,Badminton,Event_9,Serena Williams,Female,USA,Silver,24
2016,Summer,Beijing,Badminton,Event_11,Yuzuru Hanyu,Male,China,Gold,21
2012,Summer,London,Gymnastics,Event_10,Serena Williams,Female,UK,Silver,34
2020,Summer,Beijing,Boxing,Event_1,Serena Williams,Female,India,Bronze,22
2016,Summer,Beijing,Swimming,Event_16,Neeraj Chopra,Male,UK,Silver,23
2012,Summer,Rio,Boxing,Event_14,Usain Bolt,Male,China,Bronze,21
2020,Summer,Rio,Badminton,Event_6,Yuzuru Hanyu,Male,Jamaica,Bronze,24
2016,Summer,Beijing,Wrestling,Event_15,Sushil Kumar,Female,Jamaica,Gold,25
2016,Summer,Beijing,Badminton,Event_12,Simone Biles,Female,USA,Bronze,32
2016,Summer,London,Wrestling,Event_4,Wayde van Niekerk,Female,USA,Gold,25
2012,Summer,Tokyo,Athletics,Event_13,Sushil Kumar,Male,UK,Gold,18
2008,Summer,Beijing,Badminton,Event_17,Usain Bolt,Male,UK,Bronze,33
2016,Summer,Tokyo,Gymnastics,Event_6,Wayde van Niekerk,Female,Japan,Silver,31
2016,Summer,Beijing,Swimming,Event_20,Sushil Kumar,Male,India,Bronze,22
2012,Summer,Rio,Wrestling,Event_2,Usain Bolt,Male,China,Silver,35
2012,Summer,London,Athletics,Event_14,Caeleb Dressel,Female,Jamaica,Bronze,21
2016,Summer,London,Athletics,Event_6,Serena Williams,Male,Jamaica,Gold,19
2016,Summer,Beijing,Swimming,Event_14,Sushil Kumar,Male,UK,Bronze,20
2008,Summer,Tokyo,Gymnastics,Event_19,Neeraj Chopra,Female,USA,Bronze,22
2008,Summer,London,Wrestling,Event_9,Mary Kom,Female,Japan,Silver,19
2008,Summer,Beijing,Athletics,Event_19,Neeraj Chopra,Female,Australia,Silver,28
2020,Summer,Beijing,Wrestling,Event_20,Simone Biles,Male,UK,Silver,32
2016,Summer,London,Badminton,Event_20,Serena Williams,Male,UK,Bronze,24
2016,Summer,London,Gymnastics,Event_4,Wayde van Niekerk,Male,China,Gold,28
2012,Summer,Tokyo,Wrestling,Event_2,Mirabai Chanu,Female,Jamaica,Silver,19
2020,Summer,Rio,Wrestling,Event_20,Serena Williams,Female,USA,Gold,21
2020,Summer,Tokyo,Wrestling,Event_17,Usain Bolt,Male,Jamaica,Bronze,35
2020,Summer,Beijing,Boxing,Event_6,Yuzuru Hanyu,Male,UK,Bronze,21
2020,Summer,Beijing,Athletics,Event_15,Simone Biles,Male,UK,Silver,31
2020,Summer,Tokyo,Swimming,Event_1,Yuzuru Hanyu,Male,UK,Bronze,24
2016,Summer,Beijing,Swimming,Event_19,Mirabai Chanu,Male,UK,Silver,32
2012,Summer,Rio,Wrestling,Event_5,Usain Bolt,Female,India,Silver,25
2008,Summer,London,Boxing,Event_17,Simone Biles,Female,China,Silver,23
2008,Summer,Rio,Badminton,Event_17,Mirabai Chanu,Female,Japan,Silver,18
2008,Summer,Rio,Gymnastics,Event_12,Yuzuru Hanyu,Male,USA,Bronze,23
2012,Summer,Tokyo,Wrestling,Event_6,Mary Kom,Female,China,Gold,31
2020,Summer,London,Gymnastics,Event_10,Usain Bolt,Male,India,Silver,28
2016,Summer,London,Swimming,Event_20,Yuzuru Hanyu,Female,Australia,Gold,32
2012,Summer,London,Badminton,Event_19,Michael Phelps,Male,India,Gold,35
2020,Summer,Rio,Boxing,Event_6,Caeleb Dressel,Female,China,Bronze,26
2020,Summer,Beijing,Gymnastics,Event_7,Usain Bolt,Female,China,Silver,35
2016,Summer,Beijing,Wrestling,Event_3,P V Sindhu,Male,Australia,Gold,30
2016,Summer,Beijing,Gymnastics,Event_14,Neeraj Chopra,Male,India,Silver,19
2020,Summer,Beijing,Gymnastics,Event_9,Wayde van Niekerk,Male,China,Bronze,24
2012,Summer,London,Gymnastics,Event_2,Neeraj Chopra,Male,USA,Silver,35
2012,Summer,Rio,Boxing,Event_5,Caeleb Dressel,Female,China,Silver,33
2020,Summer,London,Athletics,Event_4,Simone Biles,Female,India,Gold,28
2016,Summer,London,Gymnastics,Event_6,Caeleb Dressel,Female,Australia,Bronze,35
2012,Summer,London,Gymnastics,Event_6,Sushil Kumar,Female,Jamaica,Bronze,24
2016,Summer,Rio,Athletics,Event_10,Mirabai Chanu,Female,USA,Bronze,23
